likeCount,reply,word
4,FALSE,speech
4,FALSE,enlightening
4,FALSE,results
4,FALSE,honeymoon
4,FALSE,absolutely
4,FALSE,loved
4,FALSE,speech
4,FALSE,brought
4,FALSE,fresh
4,FALSE,perspective
4,FALSE,references
4,FALSE,switzerland
4,FALSE,brilliant
4,FALSE,addition
4,FALSE,insights
4,FALSE,race
4,FALSE,impact
4,FALSE,marketing
4,FALSE,spot
4,FALSE,super
4,FALSE,provoking
4,FALSE,talk
4,FALSE,takeaways
4,FALSE,moving
4,FALSE,forward
4,FALSE,amazing
4,FALSE,job
4,FALSE,super
4,FALSE,inspiring
3,FALSE,amazing
3,FALSE,perspective
3,FALSE,articulated
3,FALSE,wonderful
3,FALSE,speech
3,FALSE,ram
3,FALSE,genuinely
3,FALSE,loved
3,FALSE,insightful
3,FALSE,makes
3,FALSE,choices
3,FALSE,motivation
3,FALSE,ponder
5,FALSE,wow
5,FALSE,incredible
5,FALSE,speech
5,FALSE,added
5,FALSE,depth
5,FALSE,relatable
5,FALSE,discussion
5,FALSE,race
5,FALSE,marketing
5,FALSE,powerful
5,FALSE,provoking
5,FALSE,reflect
5,FALSE,outstanding
5,FALSE,presentation
5,FALSE,sharing
5,FALSE,wisdom
8,FALSE,incredible
8,FALSE,i’m
8,FALSE,proud
8,FALSE,speaking
8,FALSE,tedx
8,FALSE,amazing
8,FALSE,share
8,FALSE,knowledge
8,FALSE,huge
8,FALSE,stage
8,FALSE,awesome
8,FALSE,couldn’t
8,FALSE,prouder
8,FALSE,lot
8,FALSE,teenagers
8,FALSE,hear
8,FALSE,amazing
4,FALSE,inspired
4,FALSE,speech
4,FALSE,love
4,FALSE,elaborate
4,FALSE,insightful
4,FALSE,totally
4,FALSE,loved
4,FALSE,amazing
4,FALSE,talk
4,FALSE,ramkumar
4,FALSE,sethuramalingam
4,FALSE,breaks
4,FALSE,role
4,FALSE,marketing
4,FALSE,psychology
4,FALSE,consumer
4,FALSE,decisions
4,FALSE,eye
4,FALSE,it’s
4,FALSE,day
4,FALSE,hear
4,FALSE,vast
4,FALSE,experience
4,FALSE,knowledge
4,FALSE,introspection
4,FALSE,learned
4,FALSE,lot
4,FALSE,amazing
4,FALSE,shared
4,FALSE,personal
4,FALSE,story
4,FALSE,ram
4,FALSE,kumar
4,FALSE,inspiring
4,FALSE,motivative
1,TRUE,thankyou
4,FALSE,wow
4,FALSE,talk
4,FALSE,incredible
4,FALSE,ramkumar
4,FALSE,insights
4,FALSE,marketing
4,FALSE,psychology
4,FALSE,consumer
4,FALSE,behavior
4,FALSE,eye
4,FALSE,amazing
4,FALSE,level
4,FALSE,expertise
4,FALSE,sharing
4,FALSE,valuable
4,FALSE,knowledge
4,FALSE,platform
4,FALSE,tedx
4,FALSE,i’m
4,FALSE,inspire
4,FALSE,people
4,FALSE,congratulations
4,FALSE,speech
4,FALSE,convincing
4,FALSE,talk
4,FALSE,sharing
4,FALSE,experience
4,FALSE,provoking
4,FALSE,questions
4,FALSE,laugh
4,FALSE,can’t
4,FALSE,wait
4,FALSE,excellent
4,FALSE,topic
4,FALSE,articulated
4,FALSE,personal
4,FALSE,experiences
4,FALSE,shoutout
4,FALSE,bro
3,FALSE,inspiring
3,FALSE,motivating
3,FALSE,speech
3,FALSE,ram
2,FALSE,ram
2,FALSE,insightful
2,FALSE,time
2,FALSE,humorous
2,FALSE,speech
2,FALSE,extremely
2,FALSE,relevant
2,FALSE,subject
2,FALSE,days
2,FALSE,situation
2,FALSE,future
2,FALSE,mom
2,FALSE,considered
2,FALSE,money
2,FALSE,bag
2,FALSE,targeted
2,FALSE,manipulated
2,FALSE,marketing
2,FALSE,easily
2,FALSE,follow
2,FALSE,race
2,FALSE,rules
2,FALSE,protect
2,FALSE,choices
4,FALSE,wonderful
4,FALSE,ram
4,FALSE,german
4,FALSE,gods
4,FALSE,vacation
4,FALSE,switzerland
4,FALSE,beauty
4,FALSE,low
4,FALSE,taxes
4,FALSE,talk
4,FALSE,ram
