"videoId","commentId","parentId","author","text","likeCount","publishedAt","updatedAt","viewerRating","canRate","reply"
"5MWT_doo68k","UgzTCmeMGlaKwG6Yegd4AaABAg",NA,"@maxchan-007","我一直在等这个视频，终于出来了😮🎉",4,"2025-04-12T11:03:21Z","2025-04-12T11:03:21Z","none",TRUE,FALSE
"5MWT_doo68k","Ugypt9ic9MnMugC3-U94AaABAg",NA,"@RenataJensen","Sam 200 bucks to have Monday, companion and conversation is too much😢, I want to improve my French 😢",1,"2025-04-12T11:05:10Z","2025-04-12T11:06:27Z","none",TRUE,FALSE
"5MWT_doo68k","Ugy172tYqhwl4_4qYp94AaABAg",NA,"@TheBHAitken","I really have little concern of the words of a oligarch supporting a dictator.",106,"2025-04-12T11:06:32Z","2025-04-12T11:06:32Z","none",TRUE,FALSE
"5MWT_doo68k","UgzozSr_UkGHjYVEcwt4AaABAg",NA,"@HUMANITY6868","Thank you for supporting us TED 😊😊",3,"2025-04-12T11:09:14Z","2025-04-12T11:09:14Z","none",TRUE,FALSE
"5MWT_doo68k","Ugzr_jAKQhmcAxh0rQh4AaABAg",NA,"@TASTY_CANVAS-k3n","You did a great job , no doubt...but some people are using it in the wrong way...",0,"2025-04-12T11:09:24Z","2025-04-12T11:09:24Z","none",TRUE,FALSE
"5MWT_doo68k","UgzK84RlNEGnz9GVxax4AaABAg",NA,"@Zoli.V","Let's talk about 26-year-old Suchir Balaji's death, Mr. Closed AI.",44,"2025-04-12T11:13:14Z","2025-04-12T11:13:14Z","none",TRUE,FALSE
"5MWT_doo68k","UgzRzpcwDo08amu5xA54AaABAg",NA,"@versatilitybossbabe2187","I'm sending this to my lawyers I'm tired of the cyberbullying. I'm not crazy! You have no right to talk about me period. That is insulting, defamation of character, liable and slander, which is punshible by law!",1,"2025-04-12T11:15:23Z","2025-04-12T11:15:23Z","none",TRUE,FALSE
"5MWT_doo68k","UgyceQ7g8aPLBb0-h2Z4AaABAg",NA,"@Xiph1980","No thanks.",4,"2025-04-12T11:19:08Z","2025-04-12T11:19:08Z","none",TRUE,FALSE
"5MWT_doo68k","UgyVBKi3IcOk42AolUJ4AaABAg",NA,"@Enlight_Entertain","This is the most closed AI. Ironically should name blackbox AI",34,"2025-04-12T11:20:45Z","2025-04-12T11:20:45Z","none",TRUE,FALSE
"5MWT_doo68k","UgwpR2QSsSfhjCLTdMZ4AaABAg",NA,"@paddyarya-fu6wr","Humans made skynet real and judgement day is over Everything is now AI operated",0,"2025-04-12T11:22:08Z","2025-04-12T11:22:25Z","none",TRUE,FALSE
