"videoId","commentId","parentId","author","text","likeCount","publishedAt","updatedAt","viewerRating","canRate","reply"
"e85AxYW0Qyk","UgxA4pJ18qaefj8Jb7x4AaABAg",NA,"@repo445-d4h","There are some serious data governance issues with Agentic AIs that a lot of companies are missing and also some up front CapitalX expenses/business process uplifts that most of those looking for one of these solutions are not aware of. For example, I worked with a SMB restaurant to make a front-of-house booking agent that would interact with people on social media, take phone calls, inform potential customers of menu options and health concerns (peanut allergies, vegan food choices, etc), and do basic bookings. Unfortunately, the customer didn't know what internal business tasks needed to be done before they could really onboard an AI Agent. The customer didn't have an up-to-date menu online and the head chef would routinely switch out meals or do specials/deals based on things that suppliers had. The phone line to the company was not able to be re-routed into a cloud environment or online system to provide the necessary hooks for the agent, and the company didn't have a good way of documenting electronically what items might be exposed to different allergies. These issues were overcome but should just stand as a warning for anyone that is hoping that an Agentic AI system can be directly dropped into an existing environment with no uplift from other stakeholders or of business processes. This also is ignoring the entire issue of having an Agentic AI solution that does not process data in house and instead sends that data to an agent (say OpenAI's ChatGPT) for processing as part of a pipeline. If you have proprietary company data, PII data, PCI data, HIPAA data, or any other regulated data types (or you have regional regulation requirements that are applicable to your company, such as GDPR restricted data/responsibilities) you will have more hoops to jump through and more stops added onto your journey to establish an internal Agentic AI system.",0,"2025-08-18T06:23:31Z","2025-08-18T06:23:31Z","none",TRUE,FALSE
"e85AxYW0Qyk","Ugxfl_rlrX6yydDTB_B4AaABAg",NA,"@bpscast","The bot comments here show clearly how ""intelligent"" this AI is",167,"2025-08-18T06:24:00Z","2025-08-18T06:24:00Z","none",TRUE,FALSE
"e85AxYW0Qyk","Ugw421viLRNv552NYmJ4AaABAg",NA,"@jasonuren3479","I said this would happen 45 years ago, and many others before me. And UBI.",0,"2025-08-18T06:31:35Z","2025-08-18T06:31:35Z","none",TRUE,FALSE
NA,"Ugxfl_rlrX6yydDTB_B4AaABAg.ALxcGzNucovALxdGR1E5bG","Ugxfl_rlrX6yydDTB_B4AaABAg","@jasonuren3479","🤣👍 spot on! 👏",7,"2025-08-18T06:32:40Z","2025-08-18T06:32:40Z","none",TRUE,TRUE
"e85AxYW0Qyk","UgwKDMNZmrK2PvxU6nh4AaABAg",NA,"@roons1068","You don't need AI to do this. 2999 business leaders are stupid about AI? Agentic/Agentified AI, ridiculous? Automated processes with neural net programming through data based reinforcement learning.",2,"2025-08-18T07:00:07Z","2025-08-18T07:00:07Z","none",TRUE,FALSE
"e85AxYW0Qyk","UgyXQGuQ-hXLVaeGlVF4AaABAg",NA,"@w3s77","Stupid DEI reporter on AI, like a bad joke.",0,"2025-08-18T07:10:40Z","2025-08-18T07:10:40Z","none",TRUE,FALSE
"e85AxYW0Qyk","UgynTjhuoaW9F-uUsm54AaABAg",NA,"@mosca3289","0:44 AI can write you a paper. No kidding, it’s a text engine. Problem is for 99.99 writing a paper isn’t work.",22,"2025-08-18T07:15:15Z","2025-08-18T07:15:15Z","none",TRUE,FALSE
"e85AxYW0Qyk","UgzmVOzWSsTa_8vkL-B4AaABAg",NA,"@mosca3289","This is total marketing blah. Very poor from FT.",51,"2025-08-18T07:21:38Z","2025-08-18T07:21:38Z","none",TRUE,FALSE
"e85AxYW0Qyk","UgxptPpRLYZj70O87yN4AaABAg",NA,"@urbanstrencan","AI will definitely change workplace workflow and future jobs. In some way will improve it in other will hurt fields like creativity, self thinking,..m",1,"2025-08-18T07:30:33Z","2025-08-18T07:30:33Z","none",TRUE,FALSE
"e85AxYW0Qyk","UgwigDwwKolwQb5ubFF4AaABAg",NA,"@loquek","Ah, yes, people with too much wealth who are greedy, trying to make sure they don't get left behind replacing humans with robots. Imagine if this continues.... without any line drawn, the investors have companies run by 0 humans, maximum profits, without giving any shits at all about what's going on... all so they can be wealthy. What's the end goal here? Don't forget we are a society and business is part of that, without people, there is nothing - computers are a tool, not a person. Jeesh",0,"2025-08-18T07:33:04Z","2025-08-18T07:33:04Z","none",TRUE,FALSE
