likeCount,reply,word
1,FALSE,president
1,FALSE,trump
1,FALSE,prevail
1,FALSE,pres
1,FALSE,obama
1,FALSE,sediciously
1,FALSE,overthrow
1,FALSE,duly
1,FALSE,elected
1,FALSE,president
1,FALSE,people
1,FALSE,in2016
0,FALSE,telling
0,FALSE,ya'll
0,FALSE,dont
0,FALSE,half
0,FALSE,telling
0,FALSE,lies
0,FALSE,vision
0,FALSE,evolved
0,FALSE,https
0,FALSE,youtu.be
0,FALSE,oppks1zxq1q
0,FALSE,nzj3ic7v1qa
0,FALSE,swt
41,FALSE,leave
41,FALSE,talk
41,FALSE,trump
41,FALSE,epstein
41,FALSE,files
0,TRUE,president
0,TRUE,trump
0,TRUE,jail
0,FALSE,president
0,FALSE,trump
0,FALSE,fail
1078,FALSE,major
1078,FALSE,catastrophe
5,TRUE,don’t
5,TRUE,related
11,FALSE,hands
11,FALSE,sucks
0,TRUE,guys
0,TRUE,person
0,TRUE,yall
0,TRUE,hide
11,FALSE,yep
11,FALSE,world
3,TRUE,trump
3,TRUE,laughing
3,TRUE,fun
3,TRUE,epstein
3,TRUE,generation
1,FALSE,nbc
1,FALSE,yeah
1,FALSE,fake
260,FALSE,misinformation
260,FALSE,bad
260,FALSE,promoting
260,FALSE,nonsense
0,FALSE,epstein
0,FALSE,files
0,FALSE,trump
0,FALSE,bot
0,FALSE,ain’t
0,FALSE,woman
0,FALSE,melania
0,FALSE,sleepin
0,FALSE,wit
0,FALSE,trumpty
0,FALSE,dumpty
0,FALSE,fake
0,FALSE,news
0,FALSE,covid
0,FALSE,vaccine
0,FALSE,fake
0,FALSE,news
0,FALSE,hunters
0,FALSE,labtop
0,FALSE,trump
0,FALSE,kids
0,TRUE,posted
0,TRUE,missinfo
0,TRUE,leaky
0,TRUE,mrna
0,TRUE,vaccine
0,TRUE,banned
0,TRUE,woahhhhhhhhhh
267,FALSE,love
267,FALSE,doesn’t
267,FALSE,sound
267,FALSE,totally
267,FALSE,it’s
267,FALSE,exact
