doc_id,V1,V2,V3,V4,V5,V6,V7,V8
114,0,0,0,0,0.06666666666666667,0,0.9333333333333333,0
115,0,0,0,0,0,0,0,1
116,0,0,0,0,1,0,0,0
117,0,0,0,0,0,0,0,1
118,0,1,0,0,0,0,0,0
119,0,0,0,0,0.4,0,0.6000000000000001,0
120,1,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
123,0,0,0.8,0,0,0.2,0,0
124,0,0,0.7000000000000001,0.1,0,0.2,0,0
125,0,0,0,0,0.1,0,0.9,0
126,0,1,0,0,0,0,0,0
127,1,0,0,0,0,0,0,0
128,0,0,0,0,0,1,0,0
129,0.02,0.16,0.16,0.2,0.14,0,0.32,0
130,0,0,0,0,0.9,0.1,0,0
131,0,0.7333333333333333,0.03333333333333333,0,0.23333333333333334,0,0,0
132,0,0,0,0,0,0,0,0
133,0,0.30000000000000004,0,0.1,0.4,0,0.2,0
134,0,0,0,0,0,0,0,0
135,0,0,0,0,1,0,0,0
136,0,0,0.025,0,0.025,0.9500000000000001,0,0
137,0,0,0,0,0,0,1,0
138,1,0,0,0,0,0,0,0
139,0,0,0,1,0,0,0,0
140,0.05,0.9,0,0.05,0,0,0,0
141,0,0.1,0,0,0.9,0,0,0
142,0,0.65,0.08333333333333333,0.03333333333333333,0.06666666666666667,0,0.05,0.11666666666666667
143,0,0,0,0,0,1,0,0
144,0.05,0.1,0.15000000000000002,0,0.1,0.6000000000000001,0,0
145,0,0.5,0,0,0.2,0.1,0.2,0
146,0,0,0,0,1,0,0,0
147,0,0,0,0,0,0.4,0.6000000000000001,0
148,1,0,0,0,0,0,0,0
149,0,0,0.03333333333333333,0.03333333333333333,0.13333333333333333,0,0,0.8
150,0.1,0,0,0,0,0,0,0.9
151,0,0,0,0.30000000000000004,0.1,0.1,0.30000000000000004,0.2
152,0,0,0,0.8500000000000001,0,0,0.15000000000000002,0
153,0.1,0,0.5,0,0,0,0.4,0
154,0,0.4,0,0,0.4,0,0.15000000000000002,0.05
155,0,0,1,0,0,0,0,0
156,0,0,0.7000000000000001,0.30000000000000004,0,0,0,0
157,0.9,0.1,0,0,0,0,0,0
158,0,0.5,0.45,0,0,0,0,0.05
159,0,0.6000000000000001,0.15000000000000002,0,0.25,0,0,0
160,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0.1,0.9,0
162,0,0.2,0.30000000000000004,0,0.5,0,0,0
163,0,0,0,1,0,0,0,0
164,0,0.05,0,0,0.1,0,0,0.8500000000000001
165,0,0.05,0.15000000000000002,0.05,0,0.2,0.55,0
166,0.125,0,0.025,0.025,0.375,0,0.30000000000000004,0.15000000000000002
167,0,0.25,0,0,0,0.75,0,0
168,0,0,0,0,0,1,0,0
169,0,0,0,0,0,0,0,0
170,0,0,0,0.15000000000000002,0.05,0.7000000000000001,0.1,0
171,0,0.1,0,0,0.5,0,0.4,0
172,0,0,0,0,0,0,0,0
173,0,0,0.9,0,0,0.1,0,0
174,0,0.04,0,0,0,0.96,0,0
175,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0
177,0.03333333333333333,0,0,0,0,0.9666666666666667,0,0
178,0,0.8,0,0,0,0.2,0,0
179,0,0,1,0,0,0,0,0
180,0,0,0,0,0,0,1,0
181,0,0,0,0,1,0,0,0
182,0,0,0,0,0,1,0,0
183,0.0125,0.1,0.0125,0,0,0.125,0.75,0
184,0,0,0,0,0,0,0,0
185,0,0,0.30000000000000004,0.1,0.2,0.1,0.30000000000000004,0
186,0.025,0,0,0,0,0,0.9750000000000001,0
187,0,1,0,0,0,0,0,0
188,0,0.02,0,0,0,0,0,0.98
189,0,0.8,0,0.15000000000000002,0.05,0,0,0
190,0,0.025,0,0,0.225,0.21666666666666667,0.5333333333333333,0
191,0,0.2,0,0,0.16666666666666666,0.2,0,0.43333333333333335
192,0.225,0,0,0,0,0,0,0.775
193,0,0.15000000000000002,0,0,0,0,0,0.8500000000000001
194,0.06666666666666667,0.6,0.3333333333333333,0,0,0,0,0
195,0,1,0,0,0,0,0,0
196,0,0.9750000000000001,0,0,0.025,0,0,0
197,0,0,0,1,0,0,0,0
198,0,0,0,0.5,0,0,0,0.5
199,0,0,0,0.8,0,0,0.2,0
200,0.5,0.5,0,0,0,0,0,0
201,0,0.9,0,0,0,0,0.1,0
202,0,0,0,0,0,1,0,0
203,0.5,0.5,0,0,0,0,0,0
204,0,0,0,0,0,1,0,0
205,0,0,0,0,0,0,0,0
206,0,1,0,0,0,0,0,0
207,0,1,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0
209,0,0,0,0,1,0,0,0
210,0.30000000000000004,0.1,0,0,0,0.5,0,0.1
211,0,0,0,1,0,0,0,0
212,0,0,0,0,0,0,0.13333333333333333,0.8666666666666667
213,0,0,0,0,1,0,0,0
214,0,0,0,0.7000000000000001,0,0,0.1,0.2
215,0,0,0.0125,0.3125,0,0.675,0,0
216,0,0,0,0,0,0,0,0
217,1,0,0,0,0,0,0,0
218,0,1,0,0,0,0,0,0
219,0,0.65,0,0,0,0,0.25,0.1
220,0,0,0,0,0.5,0,0.5,0
221,0,0,0,0,1,0,0,0
222,0.1,0,0,0,0,0,0,0.9
223,0,1,0,0,0,0,0,0
224,0.055,0.005,0.05,0,0,0,0.835,0.055
225,0,0,0,0,1,0,0,0
226,0,0.1,0,0,0.05,0.05,0.8,0
227,0,0,0,0,0,0,0,0
228,0,0,0,0,0.9500000000000001,0,0,0.05
229,0,0,0,0,0.1,0,0,0.9
230,0,0,0.25,0,0.35000000000000003,0.2,0.2,0
231,0,0,0,0,1,0,0,0
232,0,0,0,0,0,0,0,0
233,0,0.7000000000000001,0,0,0.08,0,0.18,0.04
234,0,0.9666666666666667,0,0.03333333333333333,0,0,0,0
235,0.9,0.1,0,0,0,0,0,0
236,0,0,0,0,1,0,0,0
237,0,0.7000000000000001,0,0,0.30000000000000004,0,0,0
238,0.1,0,0,0,0.4,0,0.5,0
239,0,0,0,0,0,0,0,0
240,0.6,0,0,0,0.19999999999999998,0,0.18571428571428572,0.014285714285714285
241,0.5,0.05,0,0,0,0,0.45,0
242,0.016666666666666666,0.8,0.016666666666666666,0,0.16666666666666666,0,0,0
243,0,0.9,0.07500000000000001,0,0,0.025,0,0
244,0,0,0,0,0,0,0,1
245,0,0,0,0,1,0,0,0
246,0,0,0,0,1,0,0,0
247,0.5,0,0,0.1,0.1,0,0.30000000000000004,0
248,0.05,0.1,0,0.2,0,0.30000000000000004,0.35000000000000003,0
249,0,0.1,0,0.1,0.30000000000000004,0.5,0,0
250,0,0.2,0.6000000000000001,0,0,0.2,0,0
251,1,0,0,0,0,0,0,0
252,0,0.8333333333333334,0.022222222222222223,0,0.044444444444444446,0.1,0,0
253,0,0,0,0,0.1,0.6000000000000001,0.30000000000000004,0
254,0,0,0,0,0,0,0,1
255,0.05,0,0,0,0,0,0.9500000000000001,0
256,0,0,0,0,0,0,1,0
257,0,0,0,0,0,0,0,0
258,0.1,0,0,0.9,0,0,0,0
259,0,0,0,0.275,0.7250000000000001,0,0,0
260,0,0,0,0.5,0.30000000000000004,0.1,0,0.1
261,0.5,0,0.5,0,0,0,0,0
262,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,1,0
264,0,1,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0
266,0.025,0,0.2,0,0,0,0,0.775
267,0,0,0,0,0,0,0,0
268,0.1,0.016666666666666666,0,0,0.016666666666666666,0.8666666666666667,0,0
269,0,0.05,0,0,0.275,0,0.625,0.05
270,0.4,0,0,0.2,0,0.30000000000000004,0.1,0
271,0.016666666666666666,0,0,0,0.15,0.03333333333333333,0,0.8
272,0.06666666666666667,0.06666666666666667,0,0,0,0.16666666666666666,0.7,0
273,0,0,0,0,0,0,0,1
274,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0
276,0,0,0.275,0,0.6000000000000001,0,0,0.125
277,0,0.9,0,0,0.025,0,0,0.07500000000000001
278,0,0,1,0,0,0,0,0
279,0,0,0,0,0,0,1,0
280,0,0,0,0,1,0,0,0
281,0,0,0,0,0,0,0,0
282,0,0,0,0,0.16666666666666666,0,0.8333333333333334,0
283,0,0.4,0,0,0,0,0,0.6000000000000001
284,1,0,0,0,0,0,0,0
285,0,0,0,1,0,0,0,0
286,0,0,0.4,0,0.1,0,0.5,0
287,0.13333333333333333,0,0,0.03333333333333333,0,0,0.8,0.03333333333333333
288,0.011111111111111112,0.32222222222222224,0.12222222222222223,0.5444444444444445,0,0,0,0
289,0,0,0,0,0,1,0,0
290,0,0,0,0,0,1,0,0
291,0,0,0,0,0,1,0,0
292,0.9333333333333333,0.06666666666666667,0,0,0,0,0,0
293,0,0,0,0.2,0,0,0,0.8
294,0,1,0,0,0,0,0,0
295,0,0.17500000000000002,0,0,0,0,0.8250000000000001,0
296,0,0,0.4,0.2,0,0,0.2,0.2
297,0,0.30000000000000004,0,0,0.7000000000000001,0,0,0
298,0,0,0,0.25,0.05,0.65,0.05,0
299,0,0,1,0,0,0,0,0
300,0,1,0,0,0,0,0,0
301,0,0,0,0,0,0,1,0
302,0,0,0,0,0.2,0.30000000000000004,0,0.5
303,0.30000000000000004,0,0,0.30000000000000004,0.30000000000000004,0.1,0,0
304,0,0,0,0,0.6000000000000001,0,0,0.4
305,0,1,0,0,0,0,0,0
306,0,0,0,1,0,0,0,0
307,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0
310,0,0,0,0.4,0,0,0.6000000000000001,0
311,0.5,0,0,0,0,0.5,0,0
312,0.7000000000000001,0,0.30000000000000004,0,0,0,0,0
313,0.06666666666666667,0.7,0.03333333333333333,0.03333333333333333,0,0,0.1,0.06666666666666667
314,0.5,0.5,0,0,0,0,0,0
315,0.06,0,0,0.2,0.02,0.72,0,0
316,0,0.775,0,0,0.225,0,0,0
317,0,0,0.03333333333333333,0.8333333333333334,0.13333333333333333,0,0,0
318,0,0,0,0,0.9,0.1,0,0
319,0.1,0,0,0,0.9,0,0,0
320,0,0,0,0,0.4,0,0,0.6000000000000001
321,0.025,0,0,0.025,0,0.925,0,0.025
322,0,0,0,0,0,1,0,0
323,0,0,0.05,0,0,0.25,0.7000000000000001,0
324,0,0.05,0,0,0.05,0.9,0,0
325,0,0,0,0,0,0,0,1
326,0,0.9,0,0,0,0,0,0.1
327,0,0,0,1,0,0,0,0
328,0.5,0,0,0,0,0.25,0.25,0
329,0,0,0,0,0,0,0,0
330,0.6,0,0.03333333333333333,0.03333333333333333,0.16666666666666666,0,0.16666666666666666,0
331,0,0,0,0,1,0,0,0
332,0,0.2,0,0,0,0,0,0.8
333,0.0125,0,0,0,0,0,0.9875,0
334,0,0,0,0,1,0,0,0
335,0.2,0,0,0,0,0.1,0.2,0.5
336,0,0,0.7000000000000001,0,0,0.30000000000000004,0,0
337,0.36666666666666664,0.06666666666666667,0.03333333333333333,0.13333333333333333,0,0.13333333333333333,0.26666666666666666,0
338,0.05,0.9,0,0,0,0.05,0,0
339,0,0,1,0,0,0,0,0
340,0,0,0,0,0,1,0,0
341,0,0,0,0,0,0,0,0
342,0,0,0.8,0,0,0.2,0,0
343,0.7000000000000001,0,0,0.30000000000000004,0,0,0,0
344,0,0,0,0,1,0,0,0
345,0,0,0.3333333333333333,0,0.6666666666666666,0,0,0
346,0,0,0,0,0,0,1,0
347,0,0,0,0,1,0,0,0
348,0,0,0,0,0.7000000000000001,0.2,0.1,0
349,0,0,0.7000000000000001,0.30000000000000004,0,0,0,0
350,0,0.2,0,0,0,0.5,0.30000000000000004,0
351,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0.3333333333333333,0,0.6666666666666666
354,0,0,0.07500000000000001,0,0.17500000000000002,0,0,0.75
355,0,0.05,0,0.025,0.15000000000000002,0,0.5750000000000001,0.2
356,0,0,1,0,0,0,0,0
357,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,1
360,0.2,0,0,0,0.1,0.30000000000000004,0,0.4
361,0.014285714285714285,0.8714285714285714,0,0,0.11428571428571428,0,0,0
362,0,0,0,0,1,0,0,0
363,0,1,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0
365,0,0,0,0,0,1,0,0
366,0,0.05,0,0,0,0.30000000000000004,0.2,0.45
367,0,0,0,0,0,1,0,0
368,0,0,0,0,0,0,0.7000000000000001,0.30000000000000004
369,0,0.9,0,0.1,0,0,0,0
370,0,0.4,0,0,0,0.5,0.1,0
371,0,0.46,0,0,0.44,0,0.02,0.08
372,0,0,0,0,0,1,0,0
373,0,0,0,0,0,0,0,0
374,0,0,0,0.1,0.1,0.6000000000000001,0.1,0.1
375,0.26666666666666666,0,0.5666666666666667,0,0,0.16666666666666666,0,0
376,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0
378,0,0,0,0,0.9,0,0,0.1
379,1,0,0,0,0,0,0,0
380,0,1,0,0,0,0,0,0
381,0,0,0,0,0,0.15000000000000002,0,0.8500000000000001
382,0,0.8,0,0.2,0,0,0,0
383,0.925,0.07500000000000001,0,0,0,0,0,0
384,0,0,0,0.03333333333333333,0.9666666666666667,0,0,0
385,0,0,0,0,0.08,0.78,0,0.14
386,0,0.07500000000000001,0.05,0,0,0.8,0.025,0.05
387,0,0,0,0,0,0.25,0.75,0
388,0,0,0,0,0,0,0,1
389,0,0,0,0,0,0,1,0
390,0,0,0.2,0,0.8,0,0,0
391,0,0,1,0,0,0,0,0
392,0,0,1,0,0,0,0,0
393,0,0,0,0,0,0,0,0
394,0.06666666666666667,0.6333333333333333,0,0,0.3,0,0,0
395,0,0.5,0.4,0,0.1,0,0,0
396,0.8,0,0,0,0,0,0.2,0
397,0,0,0,0,0,1,0,0
398,0,0,0,0,0,1,0,0
399,0,0,0.25,0,0.17500000000000002,0,0,0.5750000000000001
400,0,0,0,0,0,0,0,1
401,0,0,0,0,0.30000000000000004,0.7000000000000001,0,0
402,0,0,0,0,0,0,0,0
403,0,0,0,0,1,0,0,0
404,0,1,0,0,0,0,0,0
405,0,0,0,0,0,0,1,0
406,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,1,0
408,0,0,0,0,0,0,0,0
409,0,0,0,0.8,0,0,0.2,0
410,0,0,0.07500000000000001,0,0.65,0.17500000000000002,0,0.1
411,0,0.4,0,0.30000000000000004,0,0.30000000000000004,0,0
412,0,0.05,0,0.1,0,0,0.2,0.65
413,0,0,0,0,0,0,0,1
414,0,0.6000000000000001,0,0.025,0,0.375,0,0
415,0,0,0,0,0,0,0,0
416,0,0,0,0,0,1,0,0
417,0,0,0,0,0,0,0,0
418,0.4,0.30000000000000004,0,0,0,0,0.30000000000000004,0
419,0,0,0.9,0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0
420,0,0,0,0,0,1,0,0
421,0,0,0.03333333333333333,0,0,0.5333333333333333,0.1,0.3333333333333333
422,0,0,0,0,0,0,0,0
423,0,0.5,0,0,0,0,0.1,0.4
424,0.02857142857142857,0,0,0,0.04285714285714286,0.5428571428571428,0.22857142857142856,0.15714285714285714
425,0,0.5333333333333333,0.23333333333333334,0.03333333333333333,0.03333333333333333,0.1,0.03333333333333333,0.03333333333333333
426,0,0,0.03333333333333333,0,0.5333333333333333,0.03333333333333333,0.4,0
427,0.7000000000000001,0.30000000000000004,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0
429,0,1,0,0,0,0,0,0
430,0,0,0,0.5,0.5,0,0,0
431,0.9666666666666667,0,0,0,0,0.03333333333333333,0,0
432,0,0,0,0,0,0,1,0
433,0,0.03333333333333333,0.13333333333333333,0.43333333333333335,0.4,0,0,0
434,0,0.1,0,0,0,0.05,0.8500000000000001,0
435,0.025,0,0.65,0,0,0,0.325,0
436,0,0,0,0,0,0,0,0
437,0,0,0,0,0.1,0,0,0.9
438,0,0,0,0,0,1,0,0
439,0,0,0,0,0.9666666666666667,0,0,0.03333333333333333
440,0,0,0,0,0,0,0,1
441,0,0.1,0,0.8,0,0,0.1,0
442,0,0.08,0.02,0.04,0,0.02,0.5,0.34
443,0,0,0,0,0.1,0,0.9,0
444,0,0,0,0,0,0,0,0
445,1,0,0,0,0,0,0,0
446,0,0,0,0,0.3,0,0,0.7
447,0,0.6000000000000001,0,0,0.4,0,0,0
448,0,0,0,0,0,0,0.2,0.8
449,0,1,0,0,0,0,0,0
450,0,0,0,0,0.1,0.9,0,0
451,0,0,0,1,0,0,0,0
452,0,0,0,0,0,0,1,0
453,0,0.05,0,0,0,0,0,0.9500000000000001
454,0,0.1,0,0,0,0,0.9,0
455,0.1,0.5333333333333333,0,0,0.36666666666666664,0,0,0
456,0,0.03333333333333333,0,0,0.9666666666666667,0,0,0
457,0,0,0.6000000000000001,0,0,0.4,0,0
458,0,0,0,0,0,0,0,1
459,0,0,0.03333333333333333,0.3333333333333333,0,0.6333333333333333,0,0
460,0,0,0,0.2,0.8,0,0,0
461,0,0,0,0,0,1,0,0
462,0,0,1,0,0,0,0,0
463,0.1,0,0,0,0.9,0,0,0
464,0,0,0,0,0,0,0,0
465,0,0,0.1,0.7000000000000001,0,0,0.1,0.1
466,1,0,0,0,0,0,0,0
467,0.025,0.15000000000000002,0,0,0,0,0.05,0.775
468,0,0.1,0,0,0,0,0,0.9
469,0,0,0,0,1,0,0,0
470,0,0,0,0,0,1,0,0
471,1,0,0,0,0,0,0,0
472,0,0.2,0,0.1,0,0,0.5,0.2
473,0,1,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,1
476,0,0,0,0,0,0,1,0
477,0,0.4,0.4,0,0.2,0,0,0
478,0.36666666666666664,0,0,0.6333333333333333,0,0,0,0
479,0,0,0,0,0,0,0,1
480,0,0,0,0.9,0.1,0,0,0
481,0.31666666666666665,0,0,0,0,0.13333333333333333,0,0.55
482,0,0,0,0,0.9,0,0.1,0
483,0.1,0,0.7000000000000001,0,0.2,0,0,0
484,0,0.4857142857142857,0.5142857142857142,0,0,0,0,0
485,0,0,1,0,0,0,0,0
486,0,0,0,0,0,0,1,0
487,0,0,0,0.9,0,0,0.1,0
488,0,0,0,0,0,0,0,0
489,0,0,0,0.025,0.125,0.07500000000000001,0.5750000000000001,0.2
490,0,0.5875,0.30000000000000004,0.0125,0,0.1,0,0
491,0,0,1,0,0,0,0,0
492,0,0,0,0,1,0,0,0
493,0,0.9666666666666667,0,0,0.03333333333333333,0,0,0
494,0.6000000000000001,0,0,0,0,0,0,0.4
495,0,0.8,0,0,0,0.2,0,0
496,0,0.4,0.5,0,0.1,0,0,0
497,0,0.6125,0.1625,0.0125,0,0.21250000000000002,0,0
498,0,0.55,0.45,0,0,0,0,0
499,0.0125,0.5375,0.45,0,0,0,0,0
500,0,0,0,0,0,0.6000000000000001,0.4,0
501,0,0.025,0.5750000000000001,0.35000000000000003,0.025,0.025,0,0
502,0.2,0,0,0.65,0.15000000000000002,0,0,0
503,0,0,0,0,0,0,0,1
504,0,0,0,0,0.5375,0,0,0.4625
505,0,0,0,0.5166666666666666,0,0,0.05,0.43333333333333335
506,0.03333333333333333,0,0.03333333333333333,0.03333333333333333,0,0,0.9,0
507,0.1,0,0,0.5,0,0,0,0.4
508,0,0.6000000000000001,0,0.4,0,0,0,0
509,0.05,0.05,0.1,0,0.30000000000000004,0,0,0.5
510,0,0,1,0,0,0,0,0
511,0,0,0,0,0,1,0,0
512,0,0,0.2,0,0.7000000000000001,0,0.1,0
513,0,0,1,0,0,0,0,0
514,0,0,0,0,0.4,0,0.6000000000000001,0
515,0,0,0,0.02,0,0.92,0.06,0
516,0.1,0,0.8500000000000001,0,0,0,0.05,0
517,0,0,0.6,0,0,0.3,0,0.1
518,0,0,0,0,0,0,1,0
519,0,0,0,0,0,0,0,0
520,0.55,0.30000000000000004,0.15000000000000002,0,0,0,0,0
521,0,0.008333333333333333,0,0,0,0.9916666666666667,0,0
522,0,0.9,0.1,0,0,0,0,0
523,0.1,0.9,0,0,0,0,0,0
524,0,0.43333333333333335,0,0.03333333333333333,0.3333333333333333,0,0.2,0
525,0,0,0,0,0,0,0.8,0.2
526,0.06666666666666667,0.03333333333333333,0,0,0.9,0,0,0
527,0,0,0.7000000000000001,0,0.12,0,0.1,0.08
528,0,0,0,0,0,1,0,0
529,0,0,0,0,1,0,0,0
530,0,0,0.30000000000000004,0,0,0,0,0.7000000000000001
531,0,0.4,0,0,0,0.6,0,0
532,0,0,0,0,1,0,0,0
533,0,1,0,0,0,0,0,0
534,0,0,0.4,0,0,0.6000000000000001,0,0
535,0,0,0,0,0,0,1,0
536,0,0,1,0,0,0,0,0
537,0,0.9400000000000001,0,0.02,0.02,0.02,0,0
538,0,0,0,1,0,0,0,0
539,0,0,0,0,1,0,0,0
540,0,0,1,0,0,0,0,0
541,0,0.4,0,0,0,0.6000000000000001,0,0
542,0,0,0,0,1,0,0,0
543,0,0,0,1,0,0,0,0
544,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0
546,1,0,0,0,0,0,0,0
547,0,0,0,0.8666666666666667,0.03333333333333333,0.1,0,0
548,0,0.03333333333333333,0.1,0,0,0.8333333333333334,0.03333333333333333,0
549,0,0,0,0,0.9500000000000001,0,0.05,0
550,0,0,0,0,0,0.1,0,0.9
551,0,0,0,0,1,0,0,0
552,0,0,0.25,0.15000000000000002,0,0,0,0.6000000000000001
553,0.15000000000000002,0.1,0,0,0,0,0.6000000000000001,0.15000000000000002
554,0.01,0,0.01,0,0.64,0.03,0.3,0.01
555,0.15000000000000002,0.025,0.30000000000000004,0,0.525,0,0,0
556,0,0,0,0,0.6000000000000001,0,0.4,0
557,0,0,0,0,0,0,0,1
558,0,0,0,0,0,0,0,0
559,0.025,0,0,0,0,0,0,0.9750000000000001
560,0,0,1,0,0,0,0,0
561,0,0,0,0,0,0,0,1
562,0,0,0,0,0,1,0,0
563,0,0,0,1,0,0,0,0
564,0,1,0,0,0,0,0,0
565,0,0,0.9,0,0,0,0,0.1
566,0,0,0.64,0,0.3,0.06,0,0
